code,synonyms
"225002BIJ","나로핀점적주사2밀리그람 밀리리터,나로핀점적주사2밀리그람밀리리터"
"225003BIJ","나로핀주사2밀리그람 밀리리터,나로핀주사2밀리그람밀리리터,나카인주사 mL,나카인주사mL,로카인주사 mL,로카인주사mL,로피바주사2밀리그람 밀리리터,로피바주사2밀리그람밀리리터,로피바칸주 밀리리터,로피바칸주밀리리터"
"225004BIJ","로피바칸주 밀리리터,로피바칸주밀리리터"
"225005BIJ","로피바칸주 밀리리터,로피바칸주밀리리터"
"225030BIJ","로피바칸주 밀리리터,로피바칸주밀리리터"
"225031BIJ","나로핀주사 밀리리터,나로핀주사밀리리터,로카인주사 mL,로카인주사mL,로피바주사2밀리그람 밀리리터,로피바주사2밀리그람밀리리터,카비로피바카인주사 밀리리터,카비로피바카인주사밀리리터"
"225032BIJ","로피바칸주 밀리리터,로피바칸주밀리리터"
"225033BIJ","나로핀주사 밀리리터,나로핀주사밀리리터,나카인주사,로카인주사 mL,로카인주사mL,로카핀주 밀리리터,로카핀주밀리리터,로피바인주사 mL,로피바인주사mL,로피바주사7.5밀리그람 밀리리터"
"225201ACR","가스트릭캡슐,로사딘서방캡슐75밀리그램,록사겐캡슐,록사렉스서방캡슐,록사렉스캡슐,록사린캡슐,록사틴서방캡슐,록산캅셀,록세트캡슐,록티딘캡슐"
"225201ATR","가스트릭서방정,록사겐서방정,록사렉스서방정,록사티린서방정"
"225202ACR","가스트릭캡슐,록사틴서방형캡슐,록산캅셀37.5밀리그람,록세트캡슐"
"225301ATB","글록신정,뉴록스마이신정,뉴록시정,동광록시트로마이신정,동구록시트로마이신정,동성록시트로마이신정,로마신정,로마윈정,로마이신정,로미록신정"
"225302AGN","로미타신과립,로시스과립,록미신과립,록시그란과립,록시마이신과립,록시키드과립,록신마이신과립,베리록시과립,소아용록시티로신과립,소아용록시틸과립"
"225302ATB","소아용록시틸정,소아용크라미드정50밀리그람"
"225333AGN","동구록시스로마이신과립,로미타신과립,록미신과립,록시그란과립,록시마이신과립,록신마이신과립,소아용록시티로신과립,소아용록시틸과립,스로진과립"
"225336AGN","록미신과립,록신마이신과립"
"225337AGN","로미타신과립,소아용록시틸과립"
"225401ACH","마이비오캡슐(사카로마이세스보울라디균,마이세스 에스캡슐,마이세스에스캡슐,비오플에스캡슐,올리비올에스캡슐,플로락캅셀"
"225402ACH","네오플캡슐,레나올,바이메드캡슐,비오플250캅셀,삭비오3에스캅셀,아나비올캡슐,올리비올"
"225402APD","비오플250산"
"225502CSI","벤토린에보할러,산도스살부타몰흡입제"
"225503ATB","벤토린정4밀리그람,부광살부타몰정"
"225508CSI","벤토린흡입액,살부톨흡입액"
"225531CSI","벤토린에보할러,산도스살부타몰흡입제"
"225532CSI","벤토린흡입액,살부톨흡입액"
"225701BIJ","칼소닌주,휴온스살카토닌주사"
"225703BIJ","건일살카토닌주,마야칼식주50"
"225710CSI","메노칼비강분무액,칼토닌비강분무액100아이.유"
"226101ATB","경동리피그렐정,노플라그정,논플라그정,뉴안플라즈정,뉴포그릴정,디플라그정,레이트정,메가사르포정,명문사르포그렐레이트염산염정100밀리그람,비나크린정"
"226103ATR","뉴포그릴SR정,뉴플라그서방정,리피그렐서방정,마사포서방정,메가사르포서방정,명문사르포그렐레이트염산염서방정300밀리그램,비나크린서방정,사그레트서방정,사그렐서방정,사렐SR정"
"226401ATB","마오비정,유멕스정"
"226801AGN","아치올장용성과립,유세라제과립"
"226801ATB","가르젠정10밀리그람(세라티오펩티다제,디펜스정,세라자임정10밀리그람,세티젠정10밀리그람(세라티오펩티다제,셀젠정10밀리그람수출명:SILNAZEN,셀타제정10밀리그람,쎄라젠정,아나폴테정,아리제정10밀리그람,에라티젠정10밀리그람"
"226802ATB","가르젠정,네오젠정,다나진정,다녹센정,단젠정,디오다젠정,사그린정,세라리벤정(세라티오펩티다제,세라자임정,세라치올정(세라치오펩티다제)수출명:CBIpromizenTab."
"226901CCM","더모픽스크림,부광더모픽스겔(질산세르타코나졸"
"227001ATB","산도스설트랄린정,설타린정,설트람정,셀트라정,영진설트랄린정,졸로푸트정50밀리그람,트라린정50밀리그람,파마설트랄린정,환인설트랄린정"
"227002ATB","산도스설트랄린정,설타린정,영진설트랄린정,졸로푸트정,트라린정,파마설트랄린정,환인설트랄린정"
"227003ATB","설타린정,영진설트랄린정,트라린정,파마설트랄린정,환인설트랄린정"
"227101BIJ","녹십자 알부민주,녹십자 알부민주(사람혈청알부민)[수출명: 볼루민 알부맥스 케이지씨씨 알부미나 지씨피디알부민주 바바이오텍 알부민 알부셀 휴먼알부민아이피 이피 알부민주 지씨씨 알부미나 세리카 휴마나 솔루시옹 인엑터블 알부민 지씨씨 알부벳 휴민 20 알부렌],녹십자알부민주,녹십자알부민주(사람혈청알부민)[수출명:볼루민알부맥스케이지씨씨알부미나지씨피디알부민주바바이오텍알부민알부셀휴먼알부민아이피이피알부민주지씨씨알부미나세리카휴마나솔루시옹인엑터블알부민지씨씨알부벳휴민20알부렌],에스케이알부민주"
"227102BIJ","녹십자 알부민주,녹십자알부민주,에스케이알부민주"
"227103BIJ","녹십자 알부민주,녹십자알부민주,에스케이알부민주"
"227104BIJ","녹십자 알부민주,녹십자 알부민주(사람혈청알부민)[수출명: 볼루민 알부맥스 케이지씨씨 알부미나 지씨피디알부민주 바바이오텍 알부민 알부셀 휴먼알부민아이피 이피 알부민주 지씨씨 알부미나 세리카 휴마나 솔루시옹 인엑터블 알부민 지씨씨 알부벳 휴민 20 알부렌],녹십자알부민주,녹십자알부민주(사람혈청알부민)[수출명:볼루민알부맥스케이지씨씨알부미나지씨피디알부민주바바이오텍알부민알부셀휴먼알부민아이피이피알부민주지씨씨알부미나세리카휴마나솔루시옹인엑터블알부민지씨씨알부벳휴민20알부렌],에스케이알부민주"
"227301CLQ","박스터세보플루란흡입액,세보레인흡입액,세보프란흡입액,세보프레인흡입액,써전흡입액"
"227330CLQ","박스터세보플루란흡입액,세보레인흡입액,세보프란흡입액,세보프레인흡입액,써전흡입액"
"227401CCM","실마진크림,실버진크림,일바돈크림,쿨번크림"
"227430CCM","실마진크림,실버진크림"
"227433CCM","실마진크림,실버돈크림"
"227601ATB","바리겐정,시말드론정,시말탄정,알막틴정,울틴정"
"227701ASS","가소콜액,가스큐액,가스탁액,가싹액,메소콜액,엔도콜액,엔디현탁액,제로프리액,파마시메티콘액"
"227730ASS","가소콜액,가스콘액,가스탁액,가스트리액,가싹액,내시콜액,라이트콜액,메소콜액,엔도콜액,엔디현탁액"
"227731ASS","가소콜액,가스큐액,가스트리액,메소콜액,엔디현탁액,파마시메티콘액"
"227735ASS","가스앤드액,가스큐액"
"227801ATB","글로심바스타틴정20밀리그램,뉴바스틴정,뉴심바드정,다나젠심바스타틴정20mg,대웅심바스타틴정20밀리그람,동성심바스타틴정,로엘디정(심바스타틴,로코정20밀리그람,리바스타틴정,리페코정(심바스타틴"
"227802ATB","대웅심바스타틴정40밀리그람,로코정40밀리그람,시스타정,심바로드정,심바스타정,심바스트정,심바스틴정,심바타정,심바트정40밀리그람,심바틴정40밀리그람"
"227803ATB","심바스정10밀리그람,심바틴정10밀리그람,한올심바스타틴정10밀리그람"
"227903BIJ","사이소민주,엑소마이신75밀리그램주사"
"227931BIJ","사이소민주,엑소마이신75밀리그램주사"
"228101BIJ","소니피란주,시소피란주"
"228201ACH","소부날캅셀,소불캅셀,솔비놀캅셀,지엘소브레롤캡슐,후루테날캡슐"
"228202ACH","보넥실캅셀,소롤200밀리그람캅셀,소롤캅셀,소부날캡슐,소브렌캡슐,솔비놀캅셀200밀리그람,신일소브레롤캡슐200밀리그램"
"228203ASY","메피롤 에스시럽,메피롤에스시럽,보넥실시럽,후루테날시럽"
"228230ASY","메피롤 에스시럽,메피롤에스시럽"
"228231ASY","메피롤 에스시럽,메피롤에스시럽"
"228232ASY","메피롤 에스시럽,메피롤에스시럽"
"228233ASY","메피롤 에스시럽,메피롤에스시럽"
"228234ASY","메피롤 에스시럽,메피롤에스시럽"
"228235ASY","메피롤 에스시럽,메피롤에스시럽"
"228301ATB","마빌정10밀리그람(알렌드론산나트륨,아렌드정,오스정,포사맥스정"
"228302ATB","마빌정5밀리그람,아렌드정"
"228303ATB","건일알렌드론산나트륨정70밀리그람,뉴맥스정70밀리그람,뉴센드로정,뉴젠알렌드론정70밀리그람(알렌드론산나트륨,대웅알렌드로네이트정,대웅알렌드로네이트정(알렌드론산나트륨,라이트알렌드론정,마렌드정70밀리그람,맬로필정,모맥스정"
"228502BIJ","대원탄산수소나트륨주사액,대한탄산수소나트륨주,제일탄산수소나트륨주사액,중외탄산수소나트륨주,휴온스탄산수소나트륨주사액"
"228503BIS","디에취덱스2호액,보령헤모시스지B액,헤모비덱스2호액"
"228504BIS","디아카트산,바이오캅지,바이카트산,버마카트,비백산,솔카트비산,에이치디비산"
"228505BIS","보령헤모시스비액,보령헤모시스에이액,아트스톤비액,에취디졸 비씨지액,에취디졸비씨지액,헤모리솔비액"
"228506BIS","보령헤모시스비액,보령헤모시스에이액,아트스톤비액,에이에취디액1호,에취디졸 비씨액,에취디졸비씨액,에취디졸비액,헤모리솔비액,헤모트레이트비2호"
"228509BIS","에이에취디액1호,헤모트레이트비2호"
"228513BIS","니드비산,다이아솔리드비산,에프비산,헤모다이아비산"
"228515BIS","바이드라이산(탄산수소나트륨,바이오캅지"
"228522BIS","키도림티30산"
"228524BIS","보령헤모시스지B액,헤모비덱스2호액"
"228526BIS","보령헤모시스비액,보령헤모시스에이액,헤모트레이트비2호"
"228531BIS","다이아솔리드비산,다이아시스비산,씨디에스비산,씨엠피비산,헤모다이아비산"
"228601COS","원타임프레쉬점안액,테라티어스에이티에프점안액"
"228602COS","디알프레쉬점안액,리프레쉬플러스점안액,원스아이점안액,인프레쉬플러스점안액"
"228604COS","눈앤점안액,디알프레쉬점안액,리프레쉬셀루비스크점안액,맥스클리어점안액,베아프레쉬점안액,원스아이점안액,인프레쉬플러스점안액,쿨프리점안액,하이아이프레쉬점안액"
"228606COS","눈앤점안액,디알클리어점안액,리프레쉬티어즈점안액,맥스프레쉬점안액,원타임프레쉬에프점안액,하이아이프레쉬점안액"
"228609COS","눈앤점안액,원타임프레쉬점안액"
"228612COS","디알클리어점안액,디알프레쉬점안액,아이피스점안액"
"228632COS","디알클리어점안액,디알프레쉬점안액,라이트프레쉬점안액,리프레쉬플러스점안액,원스아이점안액,원타임프레쉬점안액,인프레쉬플러스점안액,카르셀엠점안액,클레어점안액,티어맥스점안액"
"228633COS","눈앤점안액,디알클리어점안액,디알프레쉬점안액,라이트프레쉬점안액,룩스씨엠씨점안액,맥스클리어점안액,씨스타점안액,아이톡씨엠씨점안액,아이투오미니점안액,원타임프레쉬점안액"
"228636COS","눈앤점안액,디알프레쉬점안액,맥스클리어점안액,베아프레쉬점안액,원스아이점안액,인프레쉬플러스점안액,하이아이프레쉬점안액"
"228639COS","디알클리어점안액,디알프레쉬점안액,룩스씨엠씨점안액,아이피스점안액"
"228643COS","디알클리어점안액,리프레쉬티어즈점안액"
"228646COS","디알클리어점안액,디알프레쉬점안액,라이트프레쉬점안액,맥스클리어점안액,원타임프레쉬점안액"
"228647COS","라이트프레쉬점안액,원타임프레쉬점안액,인프레쉬플러스점안액"
"228648COS","누네프레쉬점안액,맥스클리어점안액,모이스타씨엠씨점안액,셀론점안액,씨엠씨프리점안액,씨엠지룩스플러스점안액,오큐시스모이스처점안액,원스아이점안액,원프레쉬점안액,카보아이점안액"
"228650COS","디알프레쉬점안액,라이트프레쉬점안액,씨스타점안액,원타임프레쉬점안액,카르셀엠점안액"
"228651COS","디알클리어점안액,디알프레쉬에프점안액,라이트프레쉬점안액,씨스타포르테점안액,아이엠씨점안액,아이톡씨엠씨점안액,에이프레쉬점안액,원타임프레쉬에프점안액,카복텔라점안액,휴프레쉬점안액"
"228701BIJ","대한염화나트륨액,중외염화나트륨주사액"
"228703BIJ","대한염화나트륨 40주사액,대한염화나트륨40주사액,제일제약염화나트륨주사액,중외염화나트륨주사액,휴온스염화나트륨40주사액"
"228704CIS","대한관류용멸균생리식염수,크린조"
"228707BIJ","대한염화나트륨주,비브라운염화나트륨주사액,중외염화나트륨주사액"
"228708BIJ","대한생리식염주사액,생리식염주사액,제일생리식염주사액,중외생리식염주사액,휴니즈생리식염주사액"
"228709BIJ","대한염화나트륨주,씨제이생리식염주사액,이노엔생리식염주사액,중외염화나트륨주사액"
"228710BIJ","대한멸균생리식염수,생리식염키트주사,씨제이생리식염주사액,유케이케미팜생리식염주사액,이노엔생리식염주사액,제뉴원생리식염주사액,중외생리식염주사액,중외엔에스주사액,팜비오생리식염주사액"
"228711BIJ","대한멸균생리식염수,비브라운생리식염주사액,생리식염키트주사,씨제이생리식염주사액,유케이케미팜생리식염주사액,이노엔생리식염주사액,제뉴원생리식염주사액,중외생리식염주사액,중외엔에스주사액,팜비오생리식염주사액"
"228712BIJ","대한멸균생리식염수,중외생리식염주사액"
"228713BIJ","대한멸균생리식염수,비브라운생리식염주사액,씨제이생리식염주사액,이노엔생리식염주사액,중외생리식염주사액,중외엔에스주사액"
"228714BIJ","대한멸균생리식염수,비브라운생리식염주사액,씨제이생리식염주사액,이노엔생리식염주사액,중외생리식염주사액,중외엔에스주사액"
"228715BIJ","대한멸균생리식염수,씨제이생리식염관주액,이노엔생리식염관주액,중외생리식염주사액,중외엔에스주사액"
"228724COS","뮤로128점안액,티어솔트점안액"
"228726BIJ","대한멸균생리식염수,씨제이생리식염주사액,이노엔생리식염주사액,중외엔에스주사액"
"228736BIJ","생리식염주사액,휴니즈생리식염주사액"
"228742COS","뮤로128점안액,티어솔트점안액"
"228744CIS","대한관류용멸균생리식염수,크린조"
"228802COS","비비드린점안액,스타다글리신점안액,아이크롬점안액,알레크롬점안액,크로마박점안액,크로모닌점안액,크리벤트점안액,클레신점안액"
"228807COS","크로롬점안액,클레신점안액"
"228808COS","싱글크로모점안액,크로케이트점안액"
"228834COS","아이크롬점안액,알레크롬점안액,크로모닌점안액,크로모엠점안액,크로투점안액,크리벤트점안액,클레신점안액"
"228835COS","알레크롬점안액,크로린점안액"
"228838COS","비비드린점안액,크로마박점안액"
"228902ACH","레디라인캡슐(글루콘산제이철나트륨착염,산타몬캡슐,페리오친캡슐,헤모골드에스캡슐,헤모포르테캡슐,훼리탑캡슐"
"229102COM","네오시덤연고,바린연고,발라드연고,삼익퓨시드산나트륨연고,스케어연고,파라손연고,푸시덤연고,한국웨일즈퓨시드산나트륨연고,후라신연고(푸시딘산나트륨,후마신연고(푸시딘산나트륨"
"229201BIJ","아라간주(히알루론산나트륨,아트리주,에이론주,유닐론디스포주(히알우론산나트륨)(프리필드,코러스히알우론산나트륨주,하비스코주사(히알우론산나트륨,하이알주,하이히알주(히알루론산나트륨,하일론주,히나루본주(히알루론산나트륨"
"229202COS","바이오론주,비디오브이디주,옵탈린주"
"229203COS","마이크로비스크플러스주,비디비스크주,하이비스크플러스(히알루론산나트륨)주사제,힐론지브이주"
"229205COS","글로히알우론산나트륨점안액,라이트히알점안액,라큐아점안액,리블리스점안액,베아레인점안액,비비알점안액,아루엔점안액,아이레인점안액,아이히알점안액,아일리점안액"
"229211COS","마이크로비스크주,비스코냘주,카코마주,프로비스크주,하이비스크주사제,히알2000주,히알루주사,힐론주"
"229213COS","겔백플러스주,옵탈린플러스주,하이아이주"
"229217COS","바이오론프라임주,쉘겔주"
"229218COS","아일리점안액,카이닉스점안액,큐알론점안액,티어린프리점안액,프로산점안액,히알루미니점안액,히알룩스미니점안액,히알산점안액(히알루론산나트륨,히알큐점안액"
"229219COS","카코마주,히알2000주"
"229220COS","국제히알우론산아이주,유니알주15밀리그람(히알우론산나트륨,하이아이주,하이힐룬주,히알루주사,히알프로텍주(히알우론산나트륨,히알플러스주"
"229224COS","국제히알우론산아이주,메가크롬주"
"229228BIJ","네오히알주(히알루론산나트륨,류마플러스주(히알우론산나트륨,마이알주,본하이알플러스주,비엠히알주(프리필드,아라간플러스주(히알우론산나트륨,아트리플러스주(프리필드,에이론플러스주(히알우론산나트륨,유니히알주(프리필드,조이론포르테주(프리필드"
"229233COS","유니알주15밀리그람(히알우론산나트륨,히알플러스주"
"229235COS","유니알디스포점안액,히알루미니점안액"
"229236COS","제노벨라0.3에스디점안액,카이닉스2점안액,히알루드롭점안액"
"229240COS","카이닉스2점안액,히알루미니점안액"
"229245COS","라이트히알미니점안액,아일리점안액,유니알디스포점안액,티어린프리점안액,하메론점안액,하일렌점안액,히아렌프리점안액,히알루미니점안액,히알유니점안액"
"229246COS","카이닉스3점안액,프로산점안액,히알유니점안액"
"229247COS","뉴히알드롭점안액,프로산점안액,히아박점안액"
"229251COS","베아레인프리점안액,아이누리점안액,티어린에스점안액,하메론 에스점안액,하메론에스점안액"
"229252COS","히알플러스주(히알우론산나트륨"
"229254COS","하메론피점안액,히아레인0.3점안액,히알유니드롭하이도즈점안액"
"229255COS","뉴히알유니점안액,큐알론점안액,프로산점안액"
"229256COS","아이누리점안액,제노벨라0.3에스디점안액,큐알론점안액,티어린에프점안액,히알루미니점안액"
"229259COS","큐알론점안액,히알룩스점안액"
"229261COS","아이히알점안액,유니알디스포점안액"
"229601ATB","건일티아넵틴정,넵틴정,디프론정,바이넥스티아넵틴정,스타넵틴정,스타보린정,스타브론정,스티론정,스티아론정,아주브론정"
"229701BIJ","발폰주,발프신주,오르필주사액,올트릴앰플주사액"
"229702BIJ","발폰주,발프신주,오르필주사액,올트릴앰플주사액"
"229703ATB","에필람정,올트릴정200밀리그람,팔포란정200밀리그람"
"229704BIJ","데파킨정맥주사,레브발주사,바로인주사,에필람주,올트릴주(발프로산나트륨"
"229705ATB","발폰정,올트릴정"
"229705ATR","데파킨크로노정300밀리그램,바렙톨서방정,오르필서방정"
"229730BIJ","오르필주사액,올트릴앰플주사액"
"229731BIJ","발폰주,오르필주사액,올트릴앰플주사액"
"229801ACH","소콘캡슐,소파콤캡슐,소포롱캡슐,소화콘캡슐,쏘나틴캡슐,쏘린캡슐,쏘콜롱캡슐,쏠콘캡슐,유유쏘롱캅셀"
"230101BIJ","지에이치알에이치페링"
"230202BIJ","소마토린주,소마토산주,스틸라민주,에탁센주,페링소마토스타틴3mg주사"
"230402ATB","렌티블록,소타론정"
"230501BIJ","리포피드주사,리피션주,인트라리포즈주"
"230502BIJ","리포피드주사,이블립주사(정제대두유,인트라리포즈주"
"230503BIJ","리포피드주사,리피드엘씨티주,리피션주,인트라리포즈주,인트라리피드주"
"230504BIJ","리포피드주사,리피드엘씨티주,리피션주,이블립주사(정제대두유,인트라리포즈주,인트라리피드주"
"230701ATB","스파라정100밀리그람,스파신정"
"230801BIJ","국제스펙티노마이신염산염수화물주,신풍스펙티노마이신주(염산스펙티노마이신"
"231101ATB","구주스피로닥톤정,알닥톤필름코팅정25밀리그람"
"231701ATB","비오알정,이알정"
"231802ACH","벤투룩스30mg캡슐,세르비아캅셀,세르비아캡슐"
"232101BIJ","종근당황산스트렙토마이신주"
"232301ASS","슈트라현탁액(수크랄페이트수화물,아루사루민액"
"232502BIJ","수펜탈주사50마이크로그람 밀리리터,수펜탈주사50마이크로그람밀리리터,하나수펜타닐주사50마이크로그람 밀리그람,하나수펜타닐주사50마이크로그람밀리그람"
"232503BIJ","수펜탈주사50마이크로그람 밀리리터,수펜탈주사50마이크로그람밀리리터,하나수펜타닐주사50마이크로그람 밀리그람,하나수펜타닐주사50마이크로그람밀리그람"
"232530BIJ","수펜탈주사50마이크로그람 밀리리터,수펜탈주사50마이크로그람밀리리터"
"232531BIJ","수펜탈주사50마이크로그람 밀리리터,수펜탈주사50마이크로그람밀리리터"
"232801ATE","사라조피린EN정,사조핀정(설파살라진,살라진정,살루딘정,조피린장용정"
"233201ATB","임바론정,크리돌정100밀리그람"
"233401ATB","곰마틸200밀리그람정,막틸정200밀리그람,설피딘정(설피리드)수출명:피리덴정,엠피딜엠정,태극설피리드정"
"233402ACH","막틸캅셀,엠피딜캡슐"
"233501BIJ","나라돌바이알주500,나라돌주500"
"233701ATB","미실린정,유나신정,토실린정"
"233802ATB","마이그란정,수마트란정,슈그란정,이미그란정,한화수마트립탄정"
"233803ATB","마이그란정,수마트란정25밀리그람"
"234004BIJ","석시콜린주 mL(염화석사메토늄,석시콜린주mL(염화석사메토늄"
"234005BIJ","석시콜린주 mL(염화석사메토늄,석시콜린주mL(염화석사메토늄"
"234030BIJ","석시콜린주 mL(염화석사메토늄,석시콜린주mL(염화석사메토늄"
"234031BIJ","석시콜린주 mL(염화석사메토늄,석시콜린주mL(염화석사메토늄"
"234201ACH","뉴로미스캡슐,유니로리캡슐,타르신캡슐,타리무스캡슐,타크로리캡슐,타크로벨캡슐,타크로스캡슐,타클로캡슐,프로그랍캅셀0.5밀리그람"
"234202BIJ","타크로벨주,프로그랍주사액5밀리그람"
"234203ACH","뉴로미스캡슐,셀로그라캡슐,유니로리캡슐,타그랍캡슐,타르신캡슐,타리무스캡슐,타크로리캡슐,타크로민캡슐,타크로벨캡슐,타크로스캡슐"
"234205ACR","아드바그랍서방캡슐,타크로벨서방캡슐"
"234206ACR","아드바그랍서방캡슐,타크로벨서방캡슐"
"234207ACR","아드바그랍서방캡슐,타크로벨서방캡슐"
"234230BIJ","타크로벨주,프로그랍주사액5밀리그람"
"234401ATB","광동타리풀정,니후루겐정,돌펜정,돌펜정(탈니플루메이트,리메이트정,메이트정,바이넥스탈니플루메이트정,베아겐정,삼성탈니플루메이트정,소말겐정"
"234501ATB","광동타목시펜정,놀바덱스정,대우타목시펜정10밀리그람,목사펜정,타모렉스정(구연산타목시펜,타모프렉스정,타모프렉스정10밀리그람,타목센정"
"234502ATB","광동타목시펜정,놀바덱스디정,목사펜정20밀리그람,타모프렉스정,타모프렉스정20밀리그람,타목센정"
"234601ACR","네오로신캡슐,다나탐스서방캡슐,동광탐스로신서방캡슐,동성탐스로신캡슐,러츠날캡슐,바이넥스탐스로신염산염캡슐,베아로신서방캡슐,보령탐스로신염산염캡슐0.2밀리그람,수로신캡슐,스카로신캡슐"
"234601ATD","수로신디정,하루날디정0.2밀리그람,하루로신디정,하루론디구강붕해정,한미탐스오디정"
"234601ATR","넬슨탐스로신서방정0.2밀리그람,데이탐스서방정,동광탐스로신서방정,러츠날서방정,바이넥스탐스로신염산염서방정,베아로신서방정,비보존탐스로신서방정,삼성탐스로신서방정,삼천당탐스로신서방정,시워날서방정"
"234603ACR","다나탐스서방캡슐,동광탐스로신서방캡슐,베아로신서방캡슐,알루날서방캡슐,유타날서방캡슐,케이탐스서방캡슐,큐미날서방캡슐,타루날서방캡슐,타미날서방캡슐,타임알서방캡슐"
"234603ATR","더블탐스서방정,데이탐스서방정,동광탐스로신서방정,러츠날서방정,바이넥스탐스로신염산염서방정0.4밀리그램,베아로신서방정,보령탐스로신염산염서방정0.4밀리그램,삼성탐스로신서방정,씨트로신서방정,알루날서방정"
"234901BIJ","타고시드주200밀리그람,타고신주,타고실린주(타이코플라닌,타고실린주(테이코플라닌,타이라닌주,타이코닌주200밀리그람,타이코신주,타이콘주사,타포신주,테이코신주"
"234902BIJ","타이코닌주,타이코닌주400밀리그람,타이콘주사,타포신주,테이코신주,테이코신주400밀리그람"
"235301ATB","넥스팜테녹시캄정10밀리그람,테노캄정10밀리그람"
"235401ACH","가스테논캅셀,다이믹센캅셀,셀벡스캡슐,씨제이셀벡스캡슐,영일테프레논캡슐,위드캡슐,타파란캡슐,테나시드캡슐,테논캅셀"
"235501ATB","아나펜정,유니트린정,일양하이트린정"
"235502ATB","네오트린정,뉴라조신정,바소조신정2밀리그람,비판티정,산테신정,삼성테라민정,안국테라조신염산염정2밀리그램,오스코신정,유니트린정,유로트린정(테라조신염산염수화물)수출명:테라넥스정"
"235503ATB","오트린정,일양하이트린정5밀리그람,테라엘정,테라지트정,트라조신정"
"235601ATB","라미틴정,우리염산테르비나핀정,일양바이오염산테르비나핀정,테비실정,텔비나정,티비엔정"
"235603CCM","나무졸겔,라미실덤겔,로나실덤겔,무라졸덤겔,발무드겔,베라핀겔,터나빈겔,테나반겔,테르나핀겔,테르미나겔"
"235630CCM","로나실덤겔,무라졸덤겔,발무드겔,타나실크림,터나빈겔,테나반겔,테르나핀겔,테르미나겔,테르졸겔"
"235631CCM","무라졸덤겔,발무드겔,타나실크림"
"235632CCM","무라졸덤겔,테르졸겔"
"235701CCM","나니실크림,나르비크림,나무졸크림,나미진크림,나토실크림,데나실크림,라니텐크림,라미렉스크림(염산테르비나핀,라미실크림,라미핀크림"
"235701CLQ","뉴팡외용액,라미실외용액,로실액,무라졸외용액,무조날외용액,미카실외용액,센토스외용액"
"235730CCM","라미렉스크림(테르비나핀염산염,라비나크림(테르비나핀염산염,무조날크림,쎈다실크림,오테놀크림,터비나크림,테르핀크림(테르비나핀염산염"
"235731CCM","나니실크림,나르비크림,나무졸크림,나미진크림,데나실크림,라니텐크림,라미실크림,라미핀크림,라비나크림(테르비나핀염산염,라비진크림"
"235733CCM","나니실크림,나미진크림,데나실크림,라미렉스크림(테르비나핀염산염,로실크림,무디스크림,무라졸크림,무조나크림,무조날크림,발무드크림"
"235734CCM","데나실크림,무라졸크림"
"235735CCM","라미실크림,라미핀크림,라비나크림(테르비나핀염산염,라비진크림,로실크림,무디스크림,무라졸크림,무조나크림,무조날크림,바레겐크림"
"235736CLQ","라미실외용액,로실액,무라졸외용액,무조날외용액,미카실외용액,터미졸외용액"
"235744CCM","나미진크림,라비나크림(테르비나핀염산염,라비진크림,로실크림,리메신크림(염산테르비나핀,바레겐크림,세리나크림,센토스크림,테르핀크림(테르비나핀염산염"
"235745CCM","나니실크림,쎈다실크림,터비나크림,티니실크림"
"235747ATB","나무졸정,나토실정,데미실정,동성테르비나핀정,라니텐정,라모난정,라미가드정,라미나핀정,라미실정,라미틴정"
"236001BIJ","글라이프레신1밀리그람,레메스팁1.0주사액,테리핀에스주,테리핀주,헤모푸레신주"
"236003BIJ","글라이프레신1밀리그람,테리핀주"
"236030BIJ","레메스팁1.0주사액,테리핀에스주"
"236301ACS","안드리올테스토캡스연질캡슐"
"237002ACR","데오크레캅셀130밀리그람,데오크레캡슐"
"237003ACR","보령오스틴서방캅셀,테올란비서방캡슐"
"237003ASY","그린테오필린건조시럽,데오크레건조시럽,데오펜건조시럽,데올론건조시럽,데필린건조시럽,브론코딜건조시럽,아나브론건조시럽,에어필린건조시럽,원필린건조시럽,테오란건조시럽"
"237031ASY","데오크레건조시럽,브론코딜건조시럽,테오란건조시럽,테오민건조시럽,테오크라 건조시럽,테오크라건조시럽"
"237701ACH","무코나캡슐,무코릴캡슐"
"237801BIJ","뉴타시드주,리포익주,부광치옥타시드주"
"237830BIJ","뉴로패시드주,부광치옥타시드주"
"238401ASY","로이콘시럽"
"238402ACH","디펜돌캡슐(치모모둘린,모두린캅셀,비트로캅셀"
"239001ATB","라비론정,리볼론정,리브론정,리브온정,리비알정,리비엠정,티보리시정,티볼란정,티브린정,티비올정"
"239201ATB","유유크리드정,코러스염산티클로피딘정100밀리그람,티날핀정100밀리그람,티클로돈정,하원티클로피딘정100m밀리그람"
"239202ATB","신풍티클로피딘정,알보젠티클로피딘염산염250밀리그램정,유유크리드정,크로딘정,타크론정250밀리그람,티날핀정250밀리그람,티크린정(염산티클로피딘,티클로돈정,포스딘정,하원티클로피딘정250밀리그람"
"239601COS","리스몬티지점안액,티모프틱0.25점안액,티모프틱엑스이점안액"
"239602COS","리스몬티지점안액,바슈롬말레인산티몰롤점안액,티마박점안액,티모레트점안액,티모베타롤엘에이점안액,티모프틱엑스이점안액,티모프틱점안액,티몰렌점안액"
"239632COS","리스몬티지점안액,티모프틱엑스이점안액"
"239633COS","리스몬티지점안액,티모프틱점안액"
