rank,term,frequency,category,length,tier
2742,교감신경절절제수술,4,수술및시술,9,Tier5_저빈도
2743,류마티스질환,4,질병및증후군,6,Tier5_저빈도
2744,혈관내초음파,4,해부및생리,6,Tier5_저빈도
2745,관상동맥혈관,4,해부및생리,6,Tier5_저빈도
2746,외측상과염,4,기타의료용어,5,Tier5_저빈도
2747,삼첨판성형술,4,수술및시술,6,Tier5_저빈도
2748,뇌하수체종양적출술,4,수술및시술,9,Tier5_저빈도
2749,질벽봉합술,4,수술및시술,5,Tier5_저빈도
2750,시행한 CT,4,기타의료용어,6,Tier5_저빈도
2751,를이용한추체,4,기타의료용어,6,Tier5_저빈도
2752,를이용한추체간유합술,4,수술및시술,10,Tier5_저빈도
2753,골수형성이상증,4,기타의료용어,7,Tier5_저빈도
2754,골수형성이상증후군,4,질병및증후군,9,Tier5_저빈도
2755,흉곽출구증후군,4,질병및증후군,7,Tier5_저빈도
2756,Thoracic Outlet Syndrome,4,영문의학용어,24,Tier5_저빈도
2757,흉곽출구증,4,기타의료용어,5,Tier5_저빈도
2758,범부비동염,4,기타의료용어,5,Tier5_저빈도
2759,악성종양병,4,질병및증후군,5,Tier5_저빈도
2760,후지내측지차단술,4,수술및시술,8,Tier5_저빈도
2761,방사선요법기,4,해부및생리,6,Tier5_저빈도
2762,옥트스타틴,4,기타의료용어,5,Tier5_저빈도
2763,PET 인정여부,4,기타의료용어,8,Tier5_저빈도
2764,갑상선암수술,4,수술및시술,6,Tier5_저빈도
2765,두개안면기,4,의료기기,5,Tier5_저빈도
2766,고막성형술,4,수술및시술,5,Tier5_저빈도
2767,요천추 MRI,4,기타의료용어,7,Tier5_저빈도
2768,경추 MRI,4,기타의료용어,6,Tier5_저빈도
2769,피판분리술,4,수술및시술,5,Tier5_저빈도
2770,복막전이암,4,질병및증후군,5,Tier5_저빈도
2771,레미마졸람베실산염,4,기타의료용어,9,Tier5_저빈도
2772,철이소말토시드착염,4,기타의료용어,9,Tier5_저빈도
2773,Plastic Surgery,4,영문의학용어,15,Tier5_저빈도
2774,핵산분석검사,4,검사및진단,6,Tier5_저빈도
2775,세포주기,4,해부및생리,4,Tier5_저빈도
2776,형태계측검사,4,기타의료용어,6,Tier5_저빈도
2777,결장경하종양수술,4,수술및시술,8,Tier5_저빈도
2778,결장경하종,4,질병및증후군,5,Tier5_저빈도
2779,재조합골형성단백질,4,기타의료용어,9,Tier5_저빈도
2780,전립선온열요법,4,수술및시술,7,Tier5_저빈도
2781,온베브지,4,기타의료용어,4,Tier5_저빈도
2782,아바스틴,4,기타의료용어,4,Tier5_저빈도
2783,아이비글로불린에스엔,4,기타의료용어,10,Tier5_저빈도
2784,트룩시마,4,기타의료용어,4,Tier5_저빈도
2785,내시경적상부소화관종양수술,4,수술및시술,13,Tier5_저빈도
2786,내시경적상부소화관종,4,질병및증후군,10,Tier5_저빈도
2787,양전자방출단층촬영 PET,4,기타의료용어,13,Tier5_저빈도
2788,외래경과기,4,의료기기,5,Tier5_저빈도
2789,한방정신요법,4,수술및시술,6,Tier5_저빈도
2790,인실입원관,4,기타의료용어,5,Tier5_저빈도
2791,공고하기,4,의료기기,4,Tier5_저빈도
2792,골반 CT,4,기타의료용어,5,Tier5_저빈도
2793,급성위궤양,4,기타의료용어,5,Tier5_저빈도
2794,MRI 표준영상,4,기타의료용어,8,Tier5_저빈도
2795,음경음낭,4,기타의료용어,4,Tier5_저빈도
2796,음경음낭전위교정술,4,수술및시술,9,Tier5_저빈도
2797,유두재건,4,기타의료용어,4,Tier5_저빈도
2798,척추후만증,4,기타의료용어,5,Tier5_저빈도
2799,척추변형에척추관,4,기타의료용어,8,Tier5_저빈도
2800,척추변형에척추관절,4,해부및생리,9,Tier5_저빈도
2801,내부고정장치,4,의료기기,6,Tier5_저빈도
2802,편평등증후군,4,질병및증후군,6,Tier5_저빈도
2803,Flatback Syndrome,4,영문의학용어,17,Tier5_저빈도
2804,심초음파검사,4,기타의료용어,6,Tier5_저빈도
2805,CT 판독결과,4,기타의료용어,7,Tier5_저빈도
2806,안면및두개기,4,의료기기,6,Tier5_저빈도
2807,혈전정맥염,4,해부및생리,5,Tier5_저빈도
2808,입퇴원기,4,의료기기,4,Tier5_저빈도
2809,직류전기충격요법,4,수술및시술,8,Tier5_저빈도
2810,변형브로스트롬술,4,수술및시술,8,Tier5_저빈도
2811,각막곡율측정검사,4,검사및진단,8,Tier5_저빈도
2812,심장효소검사,4,기타의료용어,6,Tier5_저빈도
2813,만성경막하혈종,4,질병및증후군,7,Tier5_저빈도
2814,만성경막,4,해부및생리,4,Tier5_저빈도
2815,중수막동맥,4,해부및생리,5,Tier5_저빈도
2816,실버증후군,4,질병및증후군,5,Tier5_저빈도
2817,단계적수술,4,수술및시술,5,Tier5_저빈도
2818,승모판협착증,4,질병및증후군,6,Tier5_저빈도
2819,항핵항체검사,4,기타의료용어,6,Tier5_저빈도
2820,반코마이신,4,기타의료용어,5,Tier5_저빈도
2821,설단순절제술,4,수술및시술,6,Tier5_저빈도
2822,허혈성심질환,4,질병및증후군,6,Tier5_저빈도
2823,시각유발전위검사,4,기타의료용어,8,Tier5_저빈도
2824,유주농양천자술,4,수술및시술,7,Tier5_저빈도
2825,유주농양천자,4,기타의료용어,6,Tier5_저빈도
2826,미량알부민검사,4,기타의료용어,7,Tier5_저빈도
2827,삼차원CT,4,기타의료용어,5,Tier5_저빈도
2828,승모판폐쇄부전,4,질병및증후군,7,Tier5_저빈도
2829,복강동맥조영,4,해부및생리,6,Tier5_저빈도
2830,상심실성부정맥,4,해부및생리,7,Tier5_저빈도
2831,경두개자기,4,의료기기,5,Tier5_저빈도
2832,경두개자기자극술,4,수술및시술,8,Tier5_저빈도
2833,혈관내스텐트,4,해부및생리,6,Tier5_저빈도
2834,코타실이캡슐,4,약물및성분,6,Tier5_저빈도
2835,전극도자절제술,4,수술및시술,7,Tier5_저빈도
2836,후두미세진동검사,4,기타의료용어,8,Tier5_저빈도
2837,악성종양근치수술,4,수술및시술,8,Tier5_저빈도
2838,음향코통기,4,의료기기,5,Tier5_저빈도
2839,국소화관,4,기타의료용어,4,Tier5_저빈도
2840,악성뇌교종,4,질병및증후군,5,Tier5_저빈도
2841,혈액형항체역가검사,4,기타의료용어,9,Tier5_저빈도
2842,자가혈소판풍부혈장치료술,4,수술및시술,12,Tier5_저빈도
2843,자가혈소판풍부혈장치,4,의료기기,10,Tier5_저빈도
2844,Ulinastatin,4,생물학적제제,11,Tier5_저빈도
2845,역형성상세포종,4,질병및증후군,7,Tier5_저빈도
2846,역형성상세포,4,해부및생리,6,Tier5_저빈도
2847,신경생리추적감시검사,4,검사및진단,10,Tier5_저빈도
2848,부분적출술,4,수술및시술,5,Tier5_저빈도
2849,기관개창술,4,수술및시술,5,Tier5_저빈도
2850,Endoscopic Sinus Surgery,4,영문의학용어,24,Tier5_저빈도
2851,후방추체간유합술,4,수술및시술,8,Tier5_저빈도
2852,유착성피막,4,해부및생리,5,Tier5_저빈도
2853,유착성피막염,4,해부및생리,6,Tier5_저빈도
2854,약물농도검사,4,기타의료용어,6,Tier5_저빈도
2855,후두및하인두전적출술,4,수술및시술,10,Tier5_저빈도
2856,대혈관전위증수술,4,수술및시술,8,Tier5_저빈도
2857,대혈관전위증,4,해부및생리,6,Tier5_저빈도
2858,브이펜드,4,기타의료용어,4,Tier5_저빈도
2859,심막절제술,4,수술및시술,5,Tier5_저빈도
2860,후두전적출및하인두부분적출술,4,수술및시술,14,Tier5_저빈도
2861,Thrombolytic Treatment,4,영문의학용어,22,Tier5_저빈도
2862,체절신경조절요법,4,수술및시술,8,Tier5_저빈도
2863,조직내호르몬수용체검사,4,해부및생리,11,Tier5_저빈도
2864,조직내호르몬수용체,4,해부및생리,9,Tier5_저빈도
2865,좌심방조영술,4,수술및시술,6,Tier5_저빈도
2866,굴기능부전,4,질병및증후군,5,Tier5_저빈도
2867,하악골전돌증,4,기타의료용어,6,Tier5_저빈도
2868,조직수복용생체,3,해부및생리,7,Tier5_저빈도
2869,약제급여평가,3,기타의료용어,6,Tier5_저빈도
2870,클론크기,3,의료기기,4,Tier5_저빈도
2871,루푸스신염,3,기타의료용어,5,Tier5_저빈도
2872,소아알레르기,3,의료기기,6,Tier5_저빈도
2873,올루미언트,3,기타의료용어,5,Tier5_저빈도
2874,듀피젠트프리필드,3,기타의료용어,8,Tier5_저빈도
2875,엠파벨리,3,기타의료용어,4,Tier5_저빈도
2876,오페브연질,3,기타의료용어,5,Tier5_저빈도
2877,오페브연질캡슐,3,약물및성분,7,Tier5_저빈도
2878,솔루메드롤,3,기타의료용어,5,Tier5_저빈도
2879,Treatment Guidelines,3,영문의학용어,20,Tier5_저빈도
2880,최대내약용량,3,측정값지표,6,Tier5_저빈도
2881,만성신장병,3,질병및증후군,5,Tier5_저빈도
2882,아이비글로불린에스앤,3,기타의료용어,10,Tier5_저빈도
2883,신생아패혈증,3,기타의료용어,6,Tier5_저빈도
2884,괴사증후군,3,질병및증후군,5,Tier5_저빈도
2885,면역형광검사,3,검사및진단,6,Tier5_저빈도
2886,감마글로불린혈증,3,기타의료용어,8,Tier5_저빈도
2887,운동신경병증,3,질병및증후군,6,Tier5_저빈도
2888,중증패혈증,3,기타의료용어,5,Tier5_저빈도
2889,만성염증성탈수초다발성신경병증,3,질병및증후군,15,Tier5_저빈도
2890,만성염증성탈수초다발성신경,3,해부및생리,13,Tier5_저빈도
2891,특발성혈소판감소성자반증,3,기타의료용어,12,Tier5_저빈도
2892,다발성근염,3,기타의료용어,5,Tier5_저빈도
2893,Hemolytic Uremic Syndrome,3,영문의학용어,25,Tier5_저빈도
2894,대혈관수술,3,수술및시술,5,Tier5_저빈도
2895,직장협착확장술,3,수술및시술,7,Tier5_저빈도
2896,약효분류번호,3,기타의료용어,6,Tier5_저빈도
2897,상부소화관확장술,3,수술및시술,8,Tier5_저빈도
2898,상부소화관협착확장술,3,수술및시술,10,Tier5_저빈도
2899,트렘피어프리 필드시린지,3,기타의료용어,12,Tier5_저빈도
2900,탈츠프리필드시린지,3,기타의료용어,9,Tier5_저빈도
2901,스카이리치프리필드시린지,3,기타의료용어,12,Tier5_저빈도
2902,스텔라라 프리필드,3,기타의료용어,9,Tier5_저빈도
2903,완전장관,3,기타의료용어,4,Tier5_저빈도
2904,Disease Modifying Anti Rheumatic Drugs,3,영문의학용어,38,Tier5_저빈도
2905,Transplantation Infectious Diseases Community,3,영문의학용어,45,Tier5_저빈도
2906,프레비미스,3,기타의료용어,5,Tier5_저빈도
2907,방광확대성형술,3,수술및시술,7,Tier5_저빈도
2908,전립선정낭전적출술,3,수술및시술,9,Tier5_저빈도
2909,신요관적출술,3,수술및시술,6,Tier5_저빈도
2910,방광대치술,3,수술및시술,5,Tier5_저빈도
2911,자궁부속기절제술,3,수술및시술,8,Tier5_저빈도
2912,전립선정낭,3,해부및생리,5,Tier5_저빈도
2913,Alzheimer Disease,3,영문의학용어,17,Tier5_저빈도
2914,교차반응검사,3,기타의료용어,6,Tier5_저빈도
2915,혈장반출술,3,수술및시술,5,Tier5_저빈도
2916,다발혈관,3,해부및생리,4,Tier5_저빈도
2917,다발혈관염,3,해부및생리,5,Tier5_저빈도
2918,베게너육아종증,3,기타의료용어,7,Tier5_저빈도
2919,하노마이신정,3,기타의료용어,6,Tier5_저빈도
2920,Interim Analysis,3,영문의학용어,16,Tier5_저빈도
2921,혈장응고효소,3,기타의료용어,6,Tier5_저빈도
2922,교육이수기,3,의료기기,5,Tier5_저빈도
2923,교육이수기관,3,의료기기,6,Tier5_저빈도
2924,일반기관,3,의료기기,4,Tier5_저빈도
2925,경구당부하검사,3,기타의료용어,7,Tier5_저빈도
2926,펙수클루,3,기타의료용어,4,Tier5_저빈도
2927,리알트리스나잘,3,기타의료용어,7,Tier5_저빈도
2928,주산기심근증,3,의료기기,6,Tier5_저빈도
2929,Peripartum Cardiomyopathy,3,영문의학용어,25,Tier5_저빈도
2930,주산기심근,3,의료기기,5,Tier5_저빈도
2931,대한유전성대사질환,3,질병및증후군,9,Tier5_저빈도
2932,혈전제거풍선카테터,3,해부및생리,9,Tier5_저빈도
2933,혈전제거풍선,3,해부및생리,6,Tier5_저빈도
2934,비후성심근병증,3,질병및증후군,7,Tier5_저빈도
2935,사르코이드증,3,기타의료용어,6,Tier5_저빈도
2936,지연조영증,3,기타의료용어,5,Tier5_저빈도
2937,국제정상화비율,3,측정값지표,7,Tier5_저빈도
2938,Noncardiac Surgery,3,영문의학용어,18,Tier5_저빈도
2939,지스로맥스,3,기타의료용어,5,Tier5_저빈도
2940,예방접종대상감염병관리지침,3,기타의료용어,13,Tier5_저빈도
2941,Communicable Diseases,3,영문의학용어,21,Tier5_저빈도
2942,예방접종대상감염병관,3,기타의료용어,10,Tier5_저빈도
2943,Emerging Infectious Diseases  Vol,3,영문의학용어,33,Tier5_저빈도
2944,Optical Coherence Tomography,3,영문의학용어,28,Tier5_저빈도
2945,Circulation Journal,3,영문의학용어,19,Tier5_저빈도
2946,방어기구거치술급여기,3,의료기기,10,Tier5_저빈도
2947,방어기구거치술,3,수술및시술,7,Tier5_저빈도
2948,방어기구거치술급여기준,3,의료기기,11,Tier5_저빈도
2949,특발성혈소판감소증,3,기타의료용어,9,Tier5_저빈도
2950,생식샘자극호르몬분비호르몬,3,기타의료용어,13,Tier5_저빈도
2951,마이폴틱장용,3,기타의료용어,6,Tier5_저빈도
2952,Polycystic Ovarian Syndrome,3,영문의학용어,27,Tier5_저빈도
2953,척추분리증,3,기타의료용어,5,Tier5_저빈도
2954,CT 검사에서,3,기타의료용어,7,Tier5_저빈도
2955,부고환정관,3,기타의료용어,5,Tier5_저빈도
2956,부고환정관문합술,3,수술및시술,8,Tier5_저빈도
2957,복강경수술,3,수술및시술,5,Tier5_저빈도
2958,양전자방출단층촬영의급여기,3,의료기기,13,Tier5_저빈도
2959,양전자방출단층촬영의급여기준,3,의료기기,14,Tier5_저빈도
2960,배액하기,3,의료기기,4,Tier5_저빈도
2961,추골기저동맥,3,해부및생리,6,Tier5_저빈도
2962,두개감압술,3,수술및시술,5,Tier5_저빈도
2963,입원치료병,3,질병및증후군,5,Tier5_저빈도
2964,카바페넴내성장내세균속균종,3,질병및증후군,13,Tier5_저빈도
2965,중증열성혈소판감소증,3,기타의료용어,10,Tier5_저빈도
2966,중증열성혈소판감소증후군,3,질병및증후군,12,Tier5_저빈도
2967,임상연구급여평가,3,기타의료용어,8,Tier5_저빈도
2968,Parkinson Disease,3,영문의학용어,17,Tier5_저빈도
2969,에브리스디 건조,3,기타의료용어,8,Tier5_저빈도
2970,루센티스,3,기타의료용어,4,Tier5_저빈도
2971,공회장우회술,3,수술및시술,6,Tier5_저빈도
2972,Bradycardia Syndrome,3,영문의학용어,20,Tier5_저빈도
2973,Bradycardia  Syndrome,3,영문의학용어,21,Tier5_저빈도
2974,자연주기,3,의료기기,4,Tier5_저빈도
2975,성선기능저하증,3,해부및생리,7,Tier5_저빈도
2976,전방십자인대재건술,3,수술및시술,9,Tier5_저빈도
2977,슬관절전치환술,3,수술및시술,7,Tier5_저빈도
2978,Trastuzumab,3,생물학적제제,11,Tier5_저빈도
2979,전방십자인대재건,3,해부및생리,8,Tier5_저빈도
2980,상부요관,3,기타의료용어,4,Tier5_저빈도
2981,신종양절제술,3,수술및시술,6,Tier5_저빈도
2982,말기심부전,3,질병및증후군,5,Tier5_저빈도
2983,조직배출기,3,해부및생리,5,Tier5_저빈도
2984,의료용개창기,3,의료기기,6,Tier5_저빈도
2985,과잉행동장애,3,질병및증후군,6,Tier5_저빈도
2986,큐로서프,3,기타의료용어,4,Tier5_저빈도
2987,Respiratory Distress Syndrome,3,영문의학용어,29,Tier5_저빈도
2988,전기소작응고술,3,수술및시술,7,Tier5_저빈도
2989,하부위장관,3,기타의료용어,5,Tier5_저빈도
2990,시나지스,3,기타의료용어,4,Tier5_저빈도
2991,소화기신경,3,해부및생리,5,Tier5_저빈도
2992,숙신산탈수소효소,3,기타의료용어,8,Tier5_저빈도
2993,PET검사에,3,기타의료용어,6,Tier5_저빈도
2994,소화기신경내분비종,3,질병및증후군,9,Tier5_저빈도
2995,인슐린수치,3,측정값지표,5,Tier5_저빈도
2996,수축기능부전,3,질병및증후군,6,Tier5_저빈도
2997,방사선검출기,3,해부및생리,6,Tier5_저빈도
2998,직장내압검사,3,기타의료용어,6,Tier5_저빈도
2999,신경총손상,3,해부및생리,5,Tier5_저빈도
3000,이상운동질환,3,질병및증후군,6,Tier5_저빈도
3001,중추성조발사춘기,3,의료기기,8,Tier5_저빈도
3002,Clean Intermittent Catheterization,3,영문의학용어,34,Tier5_저빈도
3003,아조비오토인젝터,3,기타의료용어,8,Tier5_저빈도
3004,Galcanezumab,3,생물학적제제,12,Tier5_저빈도
3005,망막혈관,3,해부및생리,4,Tier5_저빈도
3006,Treatment Based,3,영문의학용어,15,Tier5_저빈도
3007,당뇨황반부종,3,질병및증후군,6,Tier5_저빈도
3008,마카이드,3,기타의료용어,4,Tier5_저빈도
3009,Omalizumab,3,생물학적제제,10,Tier5_저빈도
3010,파센라 프리필드시린지,3,기타의료용어,11,Tier5_저빈도
3011,Mepolizumab,3,생물학적제제,11,Tier5_저빈도
3012,Reslizumab,3,생물학적제제,10,Tier5_저빈도
3013,스킬라렌스장용,3,기타의료용어,7,Tier5_저빈도
3014,인화세포암,3,질병및증후군,5,Tier5_저빈도
3015,레볼레이드,3,기타의료용어,5,Tier5_저빈도
3016,로미플레이트,3,기타의료용어,6,Tier5_저빈도
3017,좌주관상동맥,3,해부및생리,6,Tier5_저빈도
3018,Sequential Treatment,3,영문의학용어,20,Tier5_저빈도
3019,대웅졸레드론산,3,기타의료용어,7,Tier5_저빈도
3020,도브프렐라,3,기타의료용어,5,Tier5_저빈도
3021,유한메로펜,3,기타의료용어,5,Tier5_저빈도
3022,피니박스,3,기타의료용어,4,Tier5_저빈도
3023,오구멘틴,3,기타의료용어,4,Tier5_저빈도
3024,자이복스,3,기타의료용어,4,Tier5_저빈도
3025,성선부전증,3,해부및생리,5,Tier5_저빈도
3026,성선자극호르몬,3,해부및생리,7,Tier5_저빈도
3027,퍼고베리스,3,기타의료용어,5,Tier5_저빈도
3028,제포시아,3,기타의료용어,4,Tier5_저빈도
3029,제포시아캡슐,3,약물및성분,6,Tier5_저빈도
3030,도파체크,3,기타의료용어,4,Tier5_저빈도
3031,뇌양전자방출단층촬영,3,기타의료용어,10,Tier5_저빈도
3032,십이지장절제술,3,수술및시술,7,Tier5_저빈도
3033,췌비장절제술,3,수술및시술,6,Tier5_저빈도
3034,프랄런트펜,3,기타의료용어,5,Tier5_저빈도
3035,Cardiovascular Disease,3,영문의학용어,22,Tier5_저빈도
3036,신부분절제술,3,수술및시술,6,Tier5_저빈도
3037,췌십이지장절제술,3,수술및시술,8,Tier5_저빈도
3038,확보하기,3,의료기기,4,Tier5_저빈도
3039,위식도역류증,3,기타의료용어,6,Tier5_저빈도
3040,유전자검사기관,3,의료기기,7,Tier5_저빈도
3041,유전자검사기,3,의료기기,6,Tier5_저빈도
3042,외부정도관,3,기타의료용어,5,Tier5_저빈도
3043,동화록소닌,3,기타의료용어,5,Tier5_저빈도
3044,동아오팔몬,3,기타의료용어,5,Tier5_저빈도
3045,트림보우흡입제,3,기타의료용어,7,Tier5_저빈도
3046,그린모노,3,기타의료용어,4,Tier5_저빈도
3047,검사의급여기,3,의료기기,6,Tier5_저빈도
3048,검사의급여기준,3,의료기기,7,Tier5_저빈도
3049,수면평가장치,3,의료기기,6,Tier5_저빈도
3050,과다수면증,3,기타의료용어,5,Tier5_저빈도
3051,주간졸림증,3,기타의료용어,5,Tier5_저빈도
3052,만성호흡부전,3,질병및증후군,6,Tier5_저빈도
3053,국소벽운동장애,3,질병및증후군,7,Tier5_저빈도
3054,좌심실이완기,3,의료기기,6,Tier5_저빈도
3055,해면상혈관,3,해부및생리,5,Tier5_저빈도
3056,해면상혈관종,3,질병및증후군,6,Tier5_저빈도
3057,포도막흑색종,3,질병및증후군,6,Tier5_저빈도
3058,심장박동기,3,의료기기,5,Tier5_저빈도
3059,인대재건,3,해부및생리,4,Tier5_저빈도
3060,인대재건술,3,수술및시술,5,Tier5_저빈도
3061,Oxygenation Index,3,영문의학용어,17,Tier5_저빈도
3062,ECMO 전환을,3,기타의료용어,8,Tier5_저빈도
3063,흡입치료기,3,의료기기,5,Tier5_저빈도
3064,ECMO 전환이,3,기타의료용어,8,Tier5_저빈도
3065,폐동맥판막,3,해부및생리,5,Tier5_저빈도
3066,선천성심장병,3,질병및증후군,6,Tier5_저빈도
3067,방음청력검사,3,기타의료용어,6,Tier5_저빈도
3068,인공중이이식기,3,의료기기,7,Tier5_저빈도
3069,청각유발반응검사,3,기타의료용어,8,Tier5_저빈도
3070,지방흡인술,3,수술및시술,5,Tier5_저빈도
3071,Extra Corporeal Membrane Oxygenator,3,영문의학용어,35,Tier5_저빈도
3072,크라비트,3,기타의료용어,4,Tier5_저빈도
3073,국제독시사이클린하이클레이트수화물캡슐,3,약물및성분,19,Tier5_저빈도
3074,국제독시사이클린하이클레이트수화물,3,기타의료용어,17,Tier5_저빈도
3075,특수영상진단,3,기타의료용어,6,Tier5_저빈도
3076,요추간판절제술,3,수술및시술,7,Tier5_저빈도
3077,흉추간판제거술,3,수술및시술,7,Tier5_저빈도
3078,만성관절염,3,해부및생리,5,Tier5_저빈도
3079,기생충질환,3,질병및증후군,5,Tier5_저빈도
3080,단층영상촬영,3,기타의료용어,6,Tier5_저빈도
3081,비부비동염,3,기타의료용어,5,Tier5_저빈도
3082,어깨충돌증후군,3,질병및증후군,7,Tier5_저빈도
3083,어깨충돌증,3,기타의료용어,5,Tier5_저빈도
3084,Impingement Syndrome,3,영문의학용어,20,Tier5_저빈도
3085,척수회백신경,3,해부및생리,6,Tier5_저빈도
3086,방척추신경,3,해부및생리,5,Tier5_저빈도
3087,대상포진후통증,3,기타의료용어,7,Tier5_저빈도
3088,대소후두신경,3,해부및생리,6,Tier5_저빈도
3089,갑상선절제술,3,수술및시술,6,Tier5_저빈도
3090,유방밀도자동정량술,3,수술및시술,9,Tier5_저빈도
3091,안와재건,3,기타의료용어,4,Tier5_저빈도
3092,산정특례암,3,질병및증후군,5,Tier5_저빈도
3093,항암화학방사선,3,해부및생리,7,Tier5_저빈도
3094,Cincinnati International Turner Syndrome Meeting,3,영문의학용어,48,Tier5_저빈도
3095,Pediatric Physical Diagnosis,3,영문의학용어,28,Tier5_저빈도
3096,아이벡스프로글리셈,3,기타의료용어,9,Tier5_저빈도
3097,아이벡스프로글리셈현탁액,3,약물및성분,12,Tier5_저빈도
3098,혈액가스측정,3,기타의료용어,6,Tier5_저빈도
3099,주입하기,3,의료기기,4,Tier5_저빈도
3100,편평세포암,3,질병및증후군,5,Tier5_저빈도
3101,Durvalumab,3,생물학적제제,10,Tier5_저빈도
3102,엔젤라프리필드펜,3,기타의료용어,8,Tier5_저빈도
3103,소아성장호르몬,3,기타의료용어,7,Tier5_저빈도
3104,소아성장호르몬결핍증,3,질병및증후군,10,Tier5_저빈도
3105,마이오자임,3,기타의료용어,5,Tier5_저빈도
3106,넥스비아자임,3,기타의료용어,6,Tier5_저빈도
3107,누소관성형술,3,수술및시술,6,Tier5_저빈도
3108,진타솔로퓨즈프리필드,3,기타의료용어,10,Tier5_저빈도
3109,애드베이트,3,기타의료용어,5,Tier5_저빈도
3110,그린진에프,3,기타의료용어,5,Tier5_저빈도
3111,애디노베이트,3,기타의료용어,6,Tier5_저빈도
3112,앱스틸라,3,기타의료용어,4,Tier5_저빈도
3113,엘록테이트,3,기타의료용어,5,Tier5_저빈도
3114,천막하개두술,3,수술및시술,6,Tier5_저빈도
3115,엔트레스토필름코팅,3,기타의료용어,9,Tier5_저빈도
3116,관혈적정복수술,3,수술및시술,7,Tier5_저빈도
3117,혼합기의급여기,3,의료기기,7,Tier5_저빈도
3118,혼합기의급여기준,3,의료기기,8,Tier5_저빈도
3119,Heart Lung Transplant,3,영문의학용어,21,Tier5_저빈도
3120,옵서미트,3,기타의료용어,4,Tier5_저빈도
3121,보란건조살무사항독소,3,기타의료용어,10,Tier5_저빈도
3122,슬관절치환술,3,수술및시술,6,Tier5_저빈도
3123,인베가서스티나,3,기타의료용어,7,Tier5_저빈도
3124,하부요로생식기,3,의료기기,7,Tier5_저빈도
3125,파라인플루,3,기타의료용어,5,Tier5_저빈도
3126,호흡기합포체,3,의료기기,6,Tier5_저빈도
3127,Pharmacologic Treatment,3,영문의학용어,23,Tier5_저빈도
3128,치료기관,3,의료기기,4,Tier5_저빈도
3129,이개성형술,3,수술및시술,5,Tier5_저빈도
3130,채취하기,3,의료기기,4,Tier5_저빈도
3131,치아질환처치,3,수술및시술,6,Tier5_저빈도
3132,교환시기,3,의료기기,4,Tier5_저빈도
3133,족저근막,3,해부및생리,4,Tier5_저빈도
3134,족저근막염,3,해부및생리,5,Tier5_저빈도
3135,유착부위박리시술,3,수술및시술,8,Tier5_저빈도
3136,사지골절관,3,기타의료용어,5,Tier5_저빈도
3137,사지골절관혈적정복술,3,수술및시술,10,Tier5_저빈도
3138,고관절전치환술,3,수술및시술,7,Tier5_저빈도
3139,전극제거술,3,수술및시술,5,Tier5_저빈도
3140,심부전극삽입술,3,수술및시술,7,Tier5_저빈도
3141,비상경보장치,3,의료기기,6,Tier5_저빈도
3142,형광동소교잡반응검사,3,기타의료용어,10,Tier5_저빈도
3143,알레르기질환,3,질병및증후군,6,Tier5_저빈도
3144,혈류영상검사,3,기타의료용어,6,Tier5_저빈도
3145,치주치료후처치,3,수술및시술,7,Tier5_저빈도
3146,혈관중재술,3,수술및시술,5,Tier5_저빈도
3147,프로코라란,3,기타의료용어,5,Tier5_저빈도
3148,항마이크로좀항체,3,기타의료용어,8,Tier5_저빈도
3149,항갑상선,3,해부및생리,4,Tier5_저빈도
3150,항갑상선글로불린항체,3,해부및생리,10,Tier5_저빈도
3151,갑상선기능항진증,3,해부및생리,8,Tier5_저빈도
3152,중증도분류,3,기타의료용어,5,Tier5_저빈도
3153,손상중증도점수,3,기타의료용어,7,Tier5_저빈도
3154,중환자실관,3,기타의료용어,5,Tier5_저빈도
3155,응급환자중증,3,기타의료용어,6,Tier5_저빈도
3156,정신응급환자초기,3,의료기기,8,Tier5_저빈도
3157,실시조건,3,기타의료용어,4,Tier5_저빈도
3158,노디트로핀,3,기타의료용어,5,Tier5_저빈도
3159,아셀렉스,3,기타의료용어,4,Tier5_저빈도
3160,아셀렉스캡슐,3,약물및성분,6,Tier5_저빈도
3161,수련치과병,3,질병및증후군,5,Tier5_저빈도
3162,벤리스타,3,기타의료용어,4,Tier5_저빈도
3163,아트맥콤비젤연질,3,기타의료용어,8,Tier5_저빈도
3164,보조하기,3,의료기기,4,Tier5_저빈도
3165,시그마트,3,기타의료용어,4,Tier5_저빈도
3166,일성이솦틴,3,기타의료용어,5,Tier5_저빈도
3167,알푸로덱스,3,기타의료용어,5,Tier5_저빈도
3168,폐색성동맥경화증,3,해부및생리,8,Tier5_저빈도
3169,폐색성동맥,3,해부및생리,5,Tier5_저빈도
3170,Metabolic Bone Disease,3,영문의학용어,22,Tier5_저빈도
3171,고칼슘뇨증,3,기타의료용어,5,Tier5_저빈도
3172,소나조이드,3,기타의료용어,5,Tier5_저빈도
3173,Pancreatic Surgery,3,영문의학용어,18,Tier5_저빈도
3174,Peripheral Artery Disease,3,영문의학용어,25,Tier5_저빈도
3175,프라닥사,3,기타의료용어,4,Tier5_저빈도
3176,알프로릭스,3,기타의료용어,5,Tier5_저빈도
3177,연속혈당측정,3,기타의료용어,6,Tier5_저빈도
3178,형헤모필루스인플루,3,기타의료용어,9,Tier5_저빈도
