rank,term,frequency,category,length,tier
1774,시신경유두입체,5,해부및생리,7,Tier4_중저빈도
1775,골성장판성장억제술,5,수술및시술,9,Tier4_중저빈도
1776,연결하기,5,의료기기,4,Tier4_중저빈도
1777,전립선절제술,5,수술및시술,6,Tier4_중저빈도
1778,여성생식기종,5,질병및증후군,6,Tier4_중저빈도
1779,세침흡인생검,5,기타의료용어,6,Tier4_중저빈도
1780,저인산혈증,5,기타의료용어,5,Tier4_중저빈도
1781,고칼슘혈증,5,기타의료용어,5,Tier4_중저빈도
1782,저칼슘혈증,5,기타의료용어,5,Tier4_중저빈도
1783,Emicizumab,5,생물학적제제,10,Tier4_중저빈도
1784,혹은 MRI,5,기타의료용어,6,Tier4_중저빈도
1785,혈류감염증,5,질병및증후군,5,Tier4_중저빈도
1786,경동맥경화성협착증,5,질병및증후군,9,Tier4_중저빈도
1787,동일입원기,5,의료기기,5,Tier4_중저빈도
1788,척추경나사못고정술,5,수술및시술,9,Tier4_중저빈도
1789,건인대성형술,5,수술및시술,6,Tier4_중저빈도
1790,만성골수염,5,기타의료용어,5,Tier4_중저빈도
1791,Steroid Intra Discal  Therapy,5,영문의학용어,29,Tier4_중저빈도
1792,구강건조증,5,기타의료용어,5,Tier4_중저빈도
1793,폐쇄성무정자증,5,기타의료용어,7,Tier4_중저빈도
1794,치료재료구입금액에관,5,기타의료용어,10,Tier4_중저빈도
1795,치료재료구입금액에관한산정기준,5,의료기기,15,Tier4_중저빈도
1796,치료재료구입금액에관한산정기,5,의료기기,14,Tier4_중저빈도
1797,내시경적상부소화관,5,기타의료용어,9,Tier4_중저빈도
1798,인공고관,5,의료기기,4,Tier4_중저빈도
1799,인공고관절,5,해부및생리,5,Tier4_중저빈도
1800,월경조절술,5,수술및시술,5,Tier4_중저빈도
1801,전문기관,5,의료기기,4,Tier4_중저빈도
1802,기관지유발검사,5,의료기기,7,Tier4_중저빈도
1803,종료되기,5,의료기기,4,Tier4_중저빈도
1804,Adefovir,5,기타의료용어,8,Tier4_중저빈도
1805,조정봉합술,5,수술및시술,5,Tier4_중저빈도
1806,Rabeprazole,5,생물학적제제,11,Tier4_중저빈도
1807,Grazoprevir,5,기타의료용어,11,Tier4_중저빈도
1808,Voxilaprevir,5,기타의료용어,12,Tier4_중저빈도
1809,Elbasvir,5,기타의료용어,8,Tier4_중저빈도
1810,바이러스검사,5,기타의료용어,6,Tier4_중저빈도
1811,투석도관,5,기타의료용어,4,Tier4_중저빈도
1812,조기위암절제술,5,수술및시술,7,Tier4_중저빈도
1813,대한소아신경,5,해부및생리,6,Tier4_중저빈도
1814,Hypertrophic Cardiomyopathy,5,영문의학용어,27,Tier4_중저빈도
1815,동맥혈관,5,해부및생리,4,Tier4_중저빈도
1816,인공항문조성술,5,수술및시술,7,Tier4_중저빈도
1817,자궁질세포병리검사,5,해부및생리,9,Tier4_중저빈도
1818,자궁질세포병,5,질병및증후군,6,Tier4_중저빈도
1819,자궁질세포,5,해부및생리,5,Tier4_중저빈도
1820,약물주입펌프,5,의료기기,6,Tier4_중저빈도
1821,약물주입펌프이식술,5,수술및시술,9,Tier4_중저빈도
1822,관혈적추간판,5,기타의료용어,6,Tier4_중저빈도
1823,관혈적추간판제거술,5,수술및시술,9,Tier4_중저빈도
1824,공여적합성검사,5,기타의료용어,7,Tier4_중저빈도
1825,증상개선,5,해부및생리,4,Tier4_중저빈도
1826,대한마취통증,5,기타의료용어,6,Tier4_중저빈도
1827,적용기관,5,의료기기,4,Tier4_중저빈도
1828,Holter Monitoring,5,영문의학용어,17,Tier4_중저빈도
1829,통합환자관,5,기타의료용어,5,Tier4_중저빈도
1830,Penetrating Catheter,5,영문의학용어,20,Tier4_중저빈도
1831,참조혈관,5,해부및생리,4,Tier4_중저빈도
1832,양성종양적출술,5,수술및시술,7,Tier4_중저빈도
1833,면역조직화학검사,5,검사및진단,8,Tier4_중저빈도
1834,이산화탄소분압,5,측정값지표,7,Tier4_중저빈도
1835,감소하기,5,의료기기,4,Tier4_중저빈도
1836,혈관크기,5,해부및생리,4,Tier4_중저빈도
1837,고빌리루빈혈증,5,기타의료용어,7,Tier4_중저빈도
1838,항미토콘드리아항체,5,기타의료용어,9,Tier4_중저빈도
1839,기존기관,5,의료기기,4,Tier4_중저빈도
1840,미세혈관병증,5,질병및증후군,6,Tier4_중저빈도
1841,혈종제거술,5,수술및시술,5,Tier4_중저빈도
1842,항인지질항체증후군,5,질병및증후군,9,Tier4_중저빈도
1843,항인지질항체증,5,기타의료용어,7,Tier4_중저빈도
1844,눈물막파괴검사,5,해부및생리,7,Tier4_중저빈도
1845,교원성혈관질환,5,질병및증후군,7,Tier4_중저빈도
1846,혈류측정술,5,수술및시술,5,Tier4_중저빈도
1847,급성악화기,5,의료기기,5,Tier4_중저빈도
1848,의약품주입여과기,5,의료기기,8,Tier4_중저빈도
1849,전방십자인대,5,해부및생리,6,Tier4_중저빈도
1850,죽상혈전증,5,질병및증후군,5,Tier4_중저빈도
1851,Kawasaki Disease,5,영문의학용어,16,Tier4_중저빈도
1852,파브라자임,5,기타의료용어,5,Tier4_중저빈도
1853,Distal Access Intermediate Catheter,5,영문의학용어,35,Tier4_중저빈도
1854,부비동내경검사,5,기타의료용어,7,Tier4_중저빈도
1855,비인강경검사,5,기타의료용어,6,Tier4_중저빈도
1856,천공배액술,5,수술및시술,5,Tier4_중저빈도
1857,Dialysis Therapy,5,영문의학용어,16,Tier4_중저빈도
1858,관절가동범위검사,5,해부및생리,8,Tier4_중저빈도
1859,설단소증수술,5,수술및시술,6,Tier4_중저빈도
1860,쿠싱증후군,5,질병및증후군,5,Tier4_중저빈도
1861,혈소판수혈,5,수술및시술,5,Tier4_중저빈도
1862,식도절제술,5,수술및시술,5,Tier4_중저빈도
1863,공여자특이항체,5,기타의료용어,7,Tier4_중저빈도
1864,마이크로카테터,5,의료기기,7,Tier4_중저빈도
1865,Adjunctive Therapy,5,영문의학용어,18,Tier4_중저빈도
1866,New Treatment Recommendations,5,영문의학용어,29,Tier4_중저빈도
1867,생식기관,5,의료기기,4,Tier4_중저빈도
1868,술전유아악정형장치,5,의료기기,9,Tier4_중저빈도
1869,Nasal Stent,5,영문의학용어,11,Tier4_중저빈도
1870,관류액주입관,5,기타의료용어,6,Tier4_중저빈도
1871,신생아기,5,의료기기,4,Tier4_중저빈도
1872,부속기종양적출술,5,수술및시술,8,Tier4_중저빈도
1873,망막전막,5,해부및생리,4,Tier4_중저빈도
1874,구개인두부전증,5,기타의료용어,7,Tier4_중저빈도
1875,구개인두부전,5,질병및증후군,6,Tier4_중저빈도
1876,말초조혈모세포,5,해부및생리,7,Tier4_중저빈도
1877,중비갑개점막,5,해부및생리,6,Tier4_중저빈도
1878,Quetiapine,5,기타의료용어,10,Tier4_중저빈도
1879,경피적튜브,5,기타의료용어,5,Tier4_중저빈도
1880,경피적튜브배액술,5,수술및시술,8,Tier4_중저빈도
1881,혈로혈류량측정,5,기타의료용어,7,Tier4_중저빈도
1882,혈로혈류량측정술,5,수술및시술,8,Tier4_중저빈도
1883,자동차보험약관,5,기타의료용어,7,Tier4_중저빈도
1884,구강내소염,5,기타의료용어,5,Tier4_중저빈도
1885,난소과자극증후군,5,질병및증후군,8,Tier4_중저빈도
1886,난소과자극증,5,기타의료용어,6,Tier4_중저빈도
1887,Daclatasvir,5,기타의료용어,11,Tier4_중저빈도
1888,혈중약물농도,5,측정값지표,6,Tier4_중저빈도
1889,각막이물제거술,5,수술및시술,7,Tier4_중저빈도
1890,자궁소파술,5,수술및시술,5,Tier4_중저빈도
1891,폐내진동환기,5,의료기기,6,Tier4_중저빈도
1892,연결장기,5,의료기기,4,Tier4_중저빈도
1893,골조직표본검사,5,해부및생리,7,Tier4_중저빈도
1894,집균도말검사,5,기타의료용어,6,Tier4_중저빈도
1895,미생물배양검사,5,기타의료용어,7,Tier4_중저빈도
1896,악성종양수술,5,수술및시술,6,Tier4_중저빈도
1897,간염예방접종,5,질병및증후군,6,Tier4_중저빈도
1898,인슐린양성장인자결합단백질,5,기타의료용어,13,Tier4_중저빈도
1899,요침사현미경검사,5,기타의료용어,8,Tier4_중저빈도
1900,식도정맥류,5,해부및생리,5,Tier4_중저빈도
1901,타미플루,5,기타의료용어,4,Tier4_중저빈도
1902,타미플루캡슐,5,약물및성분,6,Tier4_중저빈도
1903,Zanamivir,5,기타의료용어,9,Tier4_중저빈도
1904,신경학적척도검사,5,해부및생리,8,Tier4_중저빈도
1905,급성화농성관절,5,해부및생리,7,Tier4_중저빈도
1906,급성화농성관절염,5,해부및생리,8,Tier4_중저빈도
1907,급성화농성관절염절개술,5,수술및시술,11,Tier4_중저빈도
1908,급성화농성관,5,기타의료용어,6,Tier4_중저빈도
1909,Certolizumab,5,생물학적제제,12,Tier4_중저빈도
1910,신우내압측정검사,5,검사및진단,8,Tier4_중저빈도
1911,Ombitasvir,5,기타의료용어,10,Tier4_중저빈도
1912,Dasabuvir,5,기타의료용어,9,Tier4_중저빈도
1913,대한배뇨장애,5,질병및증후군,6,Tier4_중저빈도
1914,이식기관,5,의료기기,4,Tier4_중저빈도
1915,골반장기,5,의료기기,4,Tier4_중저빈도
1916,Enzyme Replacement Therapy,5,영문의학용어,26,Tier4_중저빈도
1917,환자분류군,5,기타의료용어,5,Tier4_중저빈도
1918,한방요양기관,5,의료기기,6,Tier4_중저빈도
1919,한방요양기,5,의료기기,5,Tier4_중저빈도
1920,무혈성괴사증,5,기타의료용어,6,Tier4_중저빈도
1921,Etoposide,5,기타의료용어,9,Tier4_중저빈도
1922,간이식수술,5,수술및시술,5,Tier4_중저빈도
1923,CT 포함,5,기타의료용어,5,Tier4_중저빈도
1924,단단문합술,5,수술및시술,5,Tier4_중저빈도
1925,의료급여수가의기준,5,의료기기,9,Tier4_중저빈도
1926,의료급여수가의기,5,의료기기,8,Tier4_중저빈도
1927,등록유예기,5,의료기기,5,Tier4_중저빈도
1928,Assisted Closure Therapy,5,영문의학용어,24,Tier4_중저빈도
1929,완화하기,5,의료기기,4,Tier4_중저빈도
1930,진료의뢰건,5,기타의료용어,5,Tier4_중저빈도
1931,Jostent Coronary Stent Graft,5,영문의학용어,28,Tier4_중저빈도
1932,미세추간판절제술,5,수술및시술,8,Tier4_중저빈도
1933,최소침습추간판,5,기타의료용어,7,Tier4_중저빈도
1934,최소침습추간판제거술,5,수술및시술,10,Tier4_중저빈도
1935,CT촬영시,5,기타의료용어,5,Tier4_중저빈도
1936,수가산정기준,5,의료기기,6,Tier4_중저빈도
1937,수가산정기,5,의료기기,5,Tier4_중저빈도
1938,선택적신경,5,해부및생리,5,Tier4_중저빈도
1939,체외자기,5,의료기기,4,Tier4_중저빈도
1940,경피적척추고주파열응고술,5,수술및시술,12,Tier4_중저빈도
1941,경피적척추고주파,5,기타의료용어,8,Tier4_중저빈도
1942,경피적척추고주파열,5,기타의료용어,9,Tier4_중저빈도
1943,식도재건,5,기타의료용어,4,Tier4_중저빈도
1944,식도재건술,5,수술및시술,5,Tier4_중저빈도
1945,요관방광문합술,5,수술및시술,7,Tier4_중저빈도
1946,응급근관처치,5,수술및시술,6,Tier4_중저빈도
1947,응급근관,5,기타의료용어,4,Tier4_중저빈도
1948,안와내침술,5,수술및시술,5,Tier4_중저빈도
1949,이중관기,5,의료기기,4,Tier4_중저빈도
1950,이중관기관,5,의료기기,5,Tier4_중저빈도
1951,척추간침술,5,수술및시술,5,Tier4_중저빈도
1952,납득하기,5,의료기기,4,Tier4_중저빈도
1953,후궁절제술,5,수술및시술,5,Tier4_중저빈도
1954,자동주사기,5,의료기기,5,Tier4_중저빈도
1955,건강보험요양급여일수산정에관한예외적용질환,5,질병및증후군,21,Tier4_중저빈도
1956,건강보험요양급여일수산정에관,5,기타의료용어,14,Tier4_중저빈도
1957,악성흑색종,5,질병및증후군,5,Tier4_중저빈도
1958,Femoral Catheter,5,영문의학용어,16,Tier4_중저빈도
1959,위치표시술,5,수술및시술,5,Tier4_중저빈도
1960,초음파기,5,의료기기,4,Tier4_중저빈도
1961,진료협력병,5,질병및증후군,5,Tier4_중저빈도
1962,일반격리관,5,기타의료용어,5,Tier4_중저빈도
1963,투약안전관,5,기타의료용어,5,Tier4_중저빈도
1964,감염병전담요양병,5,질병및증후군,8,Tier4_중저빈도
1965,표준행위분류,5,기타의료용어,6,Tier4_중저빈도
1966,간병통합서비스병,5,질병및증후군,8,Tier4_중저빈도
1967,경피전기자극요법,5,수술및시술,8,Tier4_중저빈도
1968,복지부장관,5,기타의료용어,5,Tier4_중저빈도
1969,지정기관,5,의료기기,4,Tier4_중저빈도
1970,위탁검사관,5,기타의료용어,5,Tier4_중저빈도
1971,Middle East Respiratory Syndrome,5,영문의학용어,32,Tier4_중저빈도
1972,뇌하수체거인증,5,기타의료용어,7,Tier4_중저빈도
1973,초음파진단기,5,의료기기,6,Tier4_중저빈도
1974,본인부담코드,5,기타의료용어,6,Tier4_중저빈도
1975,의료급여관,5,기타의료용어,5,Tier4_중저빈도
1976,안전성유효성,5,기타의료용어,6,Tier4_중저빈도
1977,집중등록기,5,의료기기,5,Tier4_중저빈도
1978,수면내시경검사,5,기타의료용어,7,Tier4_중저빈도
1979,인력요건,5,기타의료용어,4,Tier4_중저빈도
1980,선택의료기,5,해부및생리,5,Tier4_중저빈도
1981,선택의료기관,5,해부및생리,6,Tier4_중저빈도
1982,자가유래연골세포이식술,5,수술및시술,11,Tier4_중저빈도
1983,구내진단용방사선촬영,5,해부및생리,10,Tier4_중저빈도
1984,구내진단용방사선,5,해부및생리,8,Tier4_중저빈도
1985,분당제생병,5,질병및증후군,5,Tier4_중저빈도
1986,업무처리기준,5,의료기기,6,Tier4_중저빈도
1987,업무처리기,5,의료기기,5,Tier4_중저빈도
1988,실시한 MRI,5,기타의료용어,7,Tier4_중저빈도
1989,골종양대체,5,기타의료용어,5,Tier4_중저빈도
1990,골종양대체삽입물,5,의료기기,8,Tier4_중저빈도
1991,자궁경관개대술,5,수술및시술,7,Tier4_중저빈도
1992,요도확장술,5,수술및시술,5,Tier4_중저빈도
1993,분만입원기,5,의료기기,5,Tier4_중저빈도
1994,급여세부인정기준,5,의료기기,8,Tier4_중저빈도
1995,급여세부인정기,5,의료기기,7,Tier4_중저빈도
1996,동종말초혈액조혈모세포이식술,5,수술및시술,14,Tier4_중저빈도
1997,그리아시기,5,의료기기,5,Tier4_중저빈도
1998,지방종제거술,5,수술및시술,6,Tier4_중저빈도
1999,혈관내피세포,5,해부및생리,6,Tier4_중저빈도
2000,외래진료기,5,의료기기,5,Tier4_중저빈도
2001,외이성형술,5,수술및시술,5,Tier4_중저빈도
2002,골절정복술,5,수술및시술,5,Tier4_중저빈도
2003,접형골동비내수술,5,수술및시술,8,Tier4_중저빈도
2004,CT 혹은,5,기타의료용어,5,Tier4_중저빈도
2005,흉막박리술,5,수술및시술,5,Tier4_중저빈도
2006,폐첨박리술,5,수술및시술,5,Tier4_중저빈도
2007,죽종제거카테터,5,의료기기,7,Tier4_중저빈도
2008,보체정량검사,5,기타의료용어,6,Tier4_중저빈도
2009,면역글로불린정량검사,5,검사및진단,10,Tier4_중저빈도
2010,미세혈관감압술,5,수술및시술,7,Tier4_중저빈도
2011,제자리암종,5,질병및증후군,5,Tier4_중저빈도
2012,불안정협심증,5,기타의료용어,6,Tier4_중저빈도
2013,MRI 전규격,5,기타의료용어,7,Tier4_중저빈도
2014,안내하기,5,의료기기,4,Tier4_중저빈도
2015,경피적척추후굴풍선,5,해부및생리,9,Tier4_중저빈도
2016,경피적척추후굴풍선복원술,5,수술및시술,12,Tier4_중저빈도
2017,탈피브린증후군,5,질병및증후군,7,Tier4_중저빈도
2018,탈피브린증,5,기타의료용어,5,Tier4_중저빈도
2019,화골성근염,5,기타의료용어,5,Tier4_중저빈도
2020,유방보존술,5,수술및시술,5,Tier4_중저빈도
2021,전층심근경색증,5,기타의료용어,7,Tier4_중저빈도
2022,두개내손상,5,기타의료용어,5,Tier4_중저빈도
2023,흉벽재건술,5,수술및시술,5,Tier4_중저빈도
2024,흉벽재건,5,기타의료용어,4,Tier4_중저빈도
2025,흉벽종양절제술,5,수술및시술,7,Tier4_중저빈도
2026,힘줄윤활막,5,해부및생리,5,Tier4_중저빈도
2027,힘줄윤활막염,5,해부및생리,6,Tier4_중저빈도
2028,폴리네이트칼슘,5,약물및성분,7,Tier4_중저빈도
2029,이리노테칸염산염,5,기타의료용어,8,Tier4_중저빈도
2030,렌바티닙메실산염,5,기타의료용어,8,Tier4_중저빈도
2031,신경근육기능장애,5,질병및증후군,8,Tier4_중저빈도
2032,신경근육기,5,해부및생리,5,Tier4_중저빈도
2033,피브린글루,5,기타의료용어,5,Tier4_중저빈도
2034,키트루다,5,기타의료용어,4,Tier4_중저빈도
2035,외향비갑개골절술,5,수술및시술,8,Tier4_중저빈도
2036,네오플라틴,5,기타의료용어,5,Tier4_중저빈도
2037,페메트렉시드이나트륨,5,약물및성분,10,Tier4_중저빈도
